,y_true,y_prob,y_raw
0,0,0.03165713,-3.4206228
1,0,0.031642918,-3.4210865
2,1,0.7373539,1.0322607
3,0,0.7373515,1.032248
4,0,0.7368399,1.029608
5,0,0.73695135,1.030183
6,1,0.73660165,1.0283796
7,1,0.73635125,1.0270897
8,0,0.031732086,-3.4181805
9,0,0.7375312,1.0331762
10,0,0.031713456,-3.418787
11,1,0.73717886,1.0313568
12,1,0.7376946,1.0340207
13,1,0.7369858,1.0303605
14,1,0.736771,1.029253
15,0,0.03173304,-3.4181495
16,0,0.0316347,-3.4213548
17,1,0.7368643,1.0297343
18,1,0.73676986,1.0292467
19,0,0.031635914,-3.4213152
20,0,0.031656604,-3.42064
21,1,0.736856,1.0296911
22,1,0.736784,1.0293198
23,0,0.03171651,-3.4186876
24,1,0.736246,1.0265474
25,0,0.03170898,-3.4189327
26,0,0.03170475,-3.4190705
27,1,0.73688763,1.0298544
28,0,0.03177907,-3.4166524
29,0,0.03165444,-3.4207106
30,0,0.031743098,-3.4178221
31,0,0.03168822,-3.419609
32,0,0.7367749,1.0292727
33,0,0.031723913,-3.4184465
34,0,0.031705484,-3.4190466
35,1,0.73737514,1.0323701
36,1,0.73654795,1.0281029
37,0,0.03163489,-3.4213486
38,0,0.031629704,-3.4215178
39,0,0.031683166,-3.4197738
40,1,0.73692304,1.0300369
41,1,0.7368558,1.0296899
42,0,0.031695545,-3.4193704
43,0,0.7363284,1.0269718
44,0,0.7367355,1.0290701
45,0,0.031684462,-3.4197316
46,0,0.031636994,-3.42128
47,0,0.031688184,-3.4196103
48,1,0.7368155,1.0294825
49,0,0.03168074,-3.419853
50,1,0.7375576,1.0333126
51,1,0.73723024,1.0316218
52,0,0.03171841,-3.4186256
53,0,0.031647995,-3.4209208
54,1,0.7369802,1.030332
55,1,0.73670083,1.0288908
56,1,0.7373697,1.0323423
57,0,0.031681873,-3.419816
58,1,0.7371914,1.0314215
59,0,0.03164211,-3.421113
60,0,0.031655684,-3.42067
61,1,0.7380201,1.0357032
62,1,0.73772025,1.0341529
63,1,0.73779535,1.0345415
64,1,0.7361923,1.0262711
65,1,0.73699605,1.0304135
66,1,0.73705643,1.030725
67,0,0.031641282,-3.42114
68,1,0.73772335,1.0341691
69,0,0.7363719,1.0271959
70,0,0.031668235,-3.4202607
71,0,0.031729624,-3.4182606
72,1,0.7364548,1.0276228
73,1,0.7367291,1.0290365
74,0,0.031764988,-3.4171102
75,0,0.03173486,-3.41809
76,0,0.03165553,-3.420675
77,1,0.7370403,1.0306419
78,1,0.7373056,1.0320109
79,0,0.7364065,1.0273739
80,0,0.031655367,-3.4206803
81,1,0.737128,1.0310943
82,1,0.73756963,1.0333747
83,1,0.7380606,1.0359128
84,1,0.73698545,1.030359
85,0,0.031706296,-3.4190202
86,1,0.7377877,1.0345019
87,0,0.031699665,-3.4192362
88,0,0.03172233,-3.418498
89,1,0.73708963,1.0308963
90,0,0.031746067,-3.4177256
91,0,0.031650845,-3.4208279
92,1,0.73671854,1.0289824
93,0,0.03173767,-3.4179988
94,1,0.7369951,1.0304086
95,1,0.7370656,1.0307724
96,0,0.03173749,-3.4180045
97,0,0.7364118,1.0274012
98,0,0.031632144,-3.4214382
99,0,0.03162994,-3.4215102
100,0,0.0316611,-3.4204934
101,1,0.7365753,1.028244
102,0,0.031733677,-3.4181287
103,1,0.7370644,1.030766
104,0,0.031636465,-3.421297
105,1,0.73702717,1.0305741
106,1,0.7369827,1.0303446
107,1,0.7372568,1.0317595
108,0,0.031706672,-3.419008
109,0,0.7375338,1.0331899
110,0,0.73778534,1.0344893
111,0,0.0317038,-3.4191015
112,1,0.737943,1.0353044
113,1,0.73827195,1.0370065
114,1,0.7372316,1.031629
115,0,0.0316644,-3.4203856
116,1,0.7369972,1.0304195
117,0,0.7389408,1.0404706
118,1,0.7365171,1.0279437
119,0,0.031648543,-3.420903
120,0,0.031633522,-3.4213932
121,1,0.73925024,1.0420753
122,1,0.7367494,1.0291415
123,0,0.03168756,-3.4196305
124,0,0.031656254,-3.4206514
125,0,0.03163435,-3.4213662
126,0,0.03162582,-3.4216447
127,0,0.031701893,-3.4191637
128,0,0.03168299,-3.4197795
129,1,0.7370807,1.0308505
130,0,0.03163518,-3.421339
131,0,0.73680973,1.0294523
132,0,0.031634044,-3.4213762
133,0,0.736907,1.0299542
134,0,0.73737913,1.032391
135,0,0.7380895,1.0360624
136,0,0.031629294,-3.4215312
137,1,0.7367754,1.0292754
138,0,0.031627815,-3.4215796
139,1,0.7376196,1.0336328
140,1,0.73826504,1.0369704
141,0,0.03170571,-3.4190392
142,0,0.73673344,1.029059
143,0,0.73753154,1.033178
144,0,0.031659,-3.4205618
145,0,0.031711478,-3.4188514
146,1,0.7368485,1.0296524
147,0,0.03171281,-3.418808
148,1,0.7379583,1.0353835
149,1,0.737158,1.0312492
150,0,0.03172947,-3.4182656
151,1,0.736726,1.0290208
152,0,0.7367108,1.0289421
153,0,0.031716898,-3.418675
154,0,0.7370056,1.0304626
155,0,0.03164221,-3.4211097
156,0,0.031681046,-3.419843
157,1,0.7367737,1.0292671
158,0,0.031842586,-3.4145901
159,1,0.73795444,1.0353637
160,0,0.03164382,-3.4210572
161,1,0.73717254,1.0313244
162,0,0.031630397,-3.4214952
163,1,0.73713344,1.0311223
164,1,0.73684853,1.0296525
165,0,0.031653054,-3.4207559
166,0,0.03171028,-3.4188905
167,1,0.73656434,1.0281873
168,1,0.74006414,1.046302
169,1,0.7359249,1.0248947
170,1,0.73700005,1.0304341
171,1,0.73635143,1.0270903
172,0,0.7379453,1.0353167
173,0,0.031694233,-3.419413
174,1,0.7369987,1.030427
175,0,0.031716302,-3.4186943
176,0,0.0316533,-3.4207478
177,0,0.03170609,-3.4190269
178,1,0.7365798,1.0282671
179,0,0.737219,1.0315639
180,1,0.7372135,1.0315359
181,0,0.031680696,-3.4198544
182,0,0.03164257,-3.4210978
183,1,0.7367722,1.029259
184,1,0.73684245,1.0296211
185,1,0.7366625,1.0286934
186,0,0.03172964,-3.41826
187,0,0.031654917,-3.420695
188,0,0.031702608,-3.4191403
189,1,0.73635423,1.0271052
190,0,0.736473,1.0277169
191,1,0.7378489,1.0348177
192,1,0.737548,1.0332628
193,1,0.73717517,1.0313376
194,0,0.031669375,-3.4202235
195,0,0.031634092,-3.4213746
196,0,0.031654917,-3.420695
197,1,0.7370048,1.0304587
198,0,0.031700112,-3.4192216
199,0,0.7366304,1.0285275
200,1,0.73654854,1.0281061
201,0,0.73715067,1.0312114
202,0,0.031710103,-3.4188962
203,1,0.7377553,1.034334
204,1,0.73703486,1.0306135
205,0,0.7374814,1.0329193
206,0,0.031738915,-3.4179583
207,0,0.03165867,-3.4205725
208,0,0.03171522,-3.4187295
209,1,0.7370976,1.0309376
210,0,0.031758316,-3.4173272
211,0,0.031700727,-3.4192016
212,0,0.031715777,-3.4187114
213,0,0.031699646,-3.419237
214,0,0.73795426,1.035363
215,0,0.03163259,-3.4214237
216,1,0.73699933,1.0304304
217,0,0.031713653,-3.4187806
218,0,0.031708844,-3.4189372
219,0,0.031705152,-3.4190574
220,0,0.031698488,-3.4192746
221,0,0.03175181,-3.4175386
222,1,0.73698914,1.0303781
223,0,0.031712517,-3.4188175
224,1,0.73681223,1.0294653
225,1,0.7369701,1.0302798
226,0,0.031635173,-3.4213393
227,0,0.031658627,-3.420574
228,0,0.7367958,1.0293806
229,0,0.031645752,-3.420994
230,1,0.73658514,1.0282947
231,1,0.7363931,1.0273052
232,0,0.03170912,-3.4189281
233,0,0.73770815,1.0340905
234,0,0.031737845,-3.417993
235,1,0.7372128,1.031532
236,0,0.031632647,-3.4214218
237,0,0.03163037,-3.4214962
238,0,0.7374574,1.0327948
239,0,0.031644568,-3.4210327
240,0,0.7385425,1.0384071
241,0,0.03173649,-3.4180372
242,1,0.7382324,1.0368016
243,0,0.031734444,-3.4181037
244,0,0.031686306,-3.4196715
245,0,0.031633895,-3.421381
246,0,0.031805757,-3.4157853
247,0,0.03169398,-3.4194214
248,0,0.03170885,-3.418937
249,0,0.031629406,-3.4215276
250,1,0.7367732,1.0292641
251,1,0.7366822,1.0287948
252,0,0.031634197,-3.4213712
253,0,0.031732146,-3.4181786
254,1,0.7365951,1.028346
255,0,0.73661137,1.0284296
256,0,0.031730417,-3.4182348
257,1,0.7366511,1.0286347
258,1,0.7366055,1.0283996
259,0,0.03165311,-3.420754
260,1,0.7381158,1.0361983
261,0,0.73753893,1.0332164
262,0,0.031651787,-3.420797
263,0,0.0317103,-3.4188898
264,1,0.73670894,1.0289328
265,0,0.031740803,-3.4178967
266,0,0.031693935,-3.4194229
267,0,0.03165359,-3.4207382
268,1,0.7365388,1.0280561
269,0,0.03168976,-3.419559
270,1,0.7370617,1.0307522
271,0,0.031683583,-3.4197602
272,0,0.031697348,-3.4193118
273,0,0.031703223,-3.4191203
274,1,0.73610955,1.025845
275,0,0.031709954,-3.418901
276,1,0.7371578,1.031248
277,0,0.73711,1.0310014
278,0,0.031657584,-3.420608
279,0,0.7366661,1.0287117
280,1,0.73836637,1.0374949
281,0,0.031658974,-3.4205627
282,1,0.7377638,1.0343782
283,0,0.0316776,-3.4199553
284,0,0.031680103,-3.4198737
285,0,0.031633746,-3.421386
286,1,0.7373784,1.032387
287,0,0.031832747,-3.4149094
288,1,0.7361861,1.0262392
289,0,0.03173749,-3.4180045
290,0,0.031693496,-3.4194372
291,1,0.7379679,1.0354334
292,0,0.031649828,-3.420861
293,0,0.031733677,-3.4181287
294,1,0.7378083,1.0346081
295,0,0.03172116,-3.4185362
296,0,0.031708125,-3.4189606
297,0,0.03165694,-3.420629
298,0,0.0317011,-3.4191895
299,0,0.031632267,-3.4214342
300,0,0.031729843,-3.4182534
301,0,0.031650297,-3.4208457
302,1,0.73653865,1.028055
303,0,0.03163095,-3.4214773
304,0,0.03168756,-3.4196305
305,0,0.031636942,-3.4212816
306,1,0.7371128,1.0310163
307,0,0.031710893,-3.4188704
308,0,0.03169275,-3.4194615
309,1,0.73649,1.0278045
310,0,0.031642433,-3.4211023
311,1,0.73658353,1.0282862
312,1,0.7363619,1.0271447
313,1,0.7366306,1.0285292
314,1,0.737121,1.0310584
315,0,0.031727057,-3.4183443
316,0,0.03172685,-3.418351
317,0,0.03162501,-3.4216712
318,1,0.73790246,1.0350949
319,1,0.7367813,1.0293058
320,0,0.03170226,-3.4191515
321,0,0.031655885,-3.4206634
322,1,0.7376222,1.0336466
323,0,0.031636674,-3.4212904
324,1,0.7358659,1.0245913
325,0,0.7366987,1.02888
326,1,0.7368412,1.0296148
327,0,0.031734016,-3.4181178
328,1,0.7447385,1.0707445
329,0,0.031661764,-3.4204717
330,1,0.73728234,1.031891
331,1,0.73822534,1.0367651
332,0,0.7367523,1.0291561
333,1,0.7367194,1.0289868
334,1,0.7372493,1.0317206
335,0,0.031693693,-3.4194307
336,0,0.0316476,-3.4209337
337,0,0.03171052,-3.4188826
338,0,0.03167823,-3.4199347
339,1,0.7368422,1.0296199
340,0,0.03167951,-3.419893
341,0,0.03173177,-3.4181907
342,0,0.031677958,-3.4199436
343,0,0.031655777,-3.420667
344,0,0.031635493,-3.4213288
345,0,0.031629667,-3.421519
346,0,0.031704612,-3.419075
347,0,0.031728175,-3.4183078
348,0,0.031791087,-3.416262
349,0,0.031660214,-3.4205222
350,0,0.031721283,-3.4185321
351,1,0.7368123,1.0294657
352,1,0.7372639,1.0317957
353,1,0.73670816,1.028929
354,0,0.031711426,-3.418853
355,0,0.03165556,-3.420674
356,0,0.03171034,-3.4188883
357,0,0.031635378,-3.4213326
358,0,0.736709,1.0289333
359,0,0.031643767,-3.421059
360,0,0.031735547,-3.418068
361,0,0.03169486,-3.4193928
362,0,0.03171142,-3.4188533
363,0,0.03169553,-3.419371
364,0,0.031632904,-3.4214134
365,0,0.03173577,-3.4180605
366,0,0.031699985,-3.4192257
367,0,0.03168857,-3.4195976
368,1,0.7368758,1.0297931
369,0,0.031724874,-3.4184153
370,1,0.7099711,0.89524376
371,1,0.73665816,1.0286713
372,0,0.7370977,1.0309378
373,0,0.0317257,-3.4183884
374,1,0.7381769,1.0365144
375,0,0.03166004,-3.420528
376,1,0.7383368,1.0373421
377,0,0.7364294,1.0274918
378,0,0.031719692,-3.4185839
379,1,0.7376667,1.0338763
380,1,0.73634344,1.0270494
381,1,0.73675597,1.0291754
382,1,0.7366325,1.0285391
383,0,0.03165496,-3.4206936
384,1,0.7359458,1.0250024
385,1,0.7370373,1.0306264
386,1,0.7389603,1.0405718
387,0,0.031712994,-3.418802
388,0,0.031634737,-3.4213536
389,0,0.031685293,-3.4197044
390,0,0.03174963,-3.4176097
391,0,0.031686466,-3.4196663
392,0,0.032229368,-3.402117
393,0,0.031652875,-3.4207616
394,1,0.73688096,1.0298198
395,0,0.031695638,-3.4193673
396,1,0.73829496,1.0371253
397,0,0.73752356,1.0331367
398,1,0.73818135,1.0365374
399,1,0.7368416,1.029617
400,1,0.73693776,1.0301126
401,0,0.031711664,-3.4188454
402,0,0.03173505,-3.418084
403,1,0.73882776,1.0398847
404,0,0.7367824,1.0293114
405,0,0.03164111,-3.4211454
406,1,0.7370141,1.0305071
407,1,0.7379155,1.0351623
408,1,0.73687565,1.0297924
409,1,0.7378012,1.0345716
410,0,0.03169669,-3.4193332
411,0,0.031667605,-3.4202812
412,1,0.7374642,1.03283
413,0,0.73678815,1.0293413
414,1,0.73665625,1.028661
415,0,0.031693395,-3.4194405
416,0,0.73863226,1.0388718
417,0,0.031707987,-3.418965
418,0,0.031712957,-3.4188032
419,0,0.03163532,-3.4213345
420,1,0.7379668,1.0354276
421,1,0.73702735,1.030575
422,0,0.031697992,-3.4192908
423,0,0.031687357,-3.4196372
424,0,0.031642113,-3.4211128
425,1,0.73933303,1.0425049
426,1,0.73762935,1.0336833
427,0,0.031647325,-3.4209428
428,1,0.7366012,1.0283773
429,0,0.03173035,-3.418237
430,0,0.03168335,-3.4197679
431,1,0.73894346,1.0404842
432,1,0.73694015,1.0301251
433,0,0.031631604,-3.4214559
434,0,0.03172064,-3.418553
435,1,0.7368658,1.0297418
436,1,0.7365829,1.028283
437,1,0.73683846,1.0296006
438,0,0.031707343,-3.418986
439,0,0.03168717,-3.4196434
440,0,0.7378873,1.0350168
441,1,0.031709053,-3.4189303
442,0,0.031626884,-3.4216099
443,0,0.031635612,-3.421325
444,1,0.73704666,1.0306746
445,1,0.73644865,1.0275911
446,1,0.7376516,1.0337983
447,0,0.031716354,-3.4186926
448,0,0.73745054,1.0327595
449,0,0.031638797,-3.421221
450,0,0.031681083,-3.4198418
451,0,0.031631056,-3.4214737
452,1,0.7377924,1.0345258
453,1,0.73625475,1.0265925
454,0,0.031624675,-3.4216821
455,0,0.031654865,-3.4206967
456,1,0.73849046,1.0381377
457,0,0.03168697,-3.4196498
458,0,0.031736076,-3.4180505
459,0,0.031688266,-3.4196076
460,0,0.031697433,-3.419309
461,1,0.7371585,1.0312519
462,0,0.031647656,-3.4209318
463,1,0.741431,1.0534196
464,0,0.73764354,1.0337567
465,0,0.031640295,-3.4211721
466,0,0.031713754,-3.4187772
467,0,0.7372071,1.0315026
468,0,0.031742636,-3.4178371
469,1,0.73657316,1.028233
470,1,0.73773205,1.0342139
471,0,0.03164617,-3.4209805
472,1,0.7376625,1.0338546
473,1,0.7366468,1.0286123
474,0,0.03165377,-3.4207325
475,0,0.03164268,-3.4210944
476,1,0.73761606,1.0336149
477,1,0.7370864,1.03088
478,1,0.73668075,1.0287874
479,1,0.73808,1.0360134
480,1,0.73712593,1.0310838
481,0,0.7371535,1.0312258
482,1,0.7366508,1.028633
483,0,0.03169234,-3.4194748
484,0,0.031723715,-3.418453
485,0,0.7380598,1.0359088
486,0,0.03171041,-3.4188862
487,0,0.031686507,-3.4196649
488,0,0.73759663,1.0335143
489,1,0.7378581,1.0348657
490,0,0.03170539,-3.4190497
491,0,0.031731132,-3.4182115
492,0,0.031637285,-3.4212704
493,0,0.03171002,-3.4188988
494,0,0.031661894,-3.4204674
495,0,0.031761665,-3.4172182
496,0,0.7367617,1.0292048
497,1,0.7365784,1.02826
498,1,0.73671913,1.0289853
499,0,0.031640872,-3.4211533
500,1,0.7389476,1.0405055
501,1,0.7380884,1.0360566
502,0,0.03165485,-3.4206972
